Degrees,Product,Final_Price,Original_Price,Free_Shipping,Merchant,Username,Date,Origin,URL,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,top_comment_user,top_comment,thumbs_up
321,"AMAZON: Colgate Cepillo Dental para dientes ,paquete de 2 (Planea y Ahorra)",20.0,35.0,False,Amazon,Jefe_de_los_Minisuper,2021-10-26,,https://www.promodescuentos.com/ofertas/amazon-colgate-cepillo-dental-para-dientes-paquete-de-2-663132,Salud y belleza,Higiene y cuidado personal,Cuidado dental,,,,,,,,,
580,Costco: Pack boxers champion,319.0,,False,Costco,DVD2177,2021-10-26,,https://www.promodescuentos.com/ofertas/pack-boxers-champion-663129,Ropa y accesorios,Ropa,Ropa de hombre,,,,,,,,,
-227,Amazon: SSD crucial MX500,1355.0,,False,Amazon,Anton_Des-Ar,2021-10-26,,https://www.promodescuentos.com/ofertas/ssd-crucial-mx500-663128,Tecnología,Computadoras y tablets,Computadoras armadas,SSD,,,,,,,,
203,Amazon: Muñeco Fisher-Price Imaginext Minions The Rise of Gru Gru,44.0,,False,Amazon,WallasInc,2021-10-26,,https://www.promodescuentos.com/ofertas/muneco-fisher-price-imaginext-minions-the-rise-of-gru-gru-663126,"Familia, bebés y niños",Juguetes,,,,,,,,,,
-157,Walmart: Control Inalámbrico PlayStation 5 DualSense,1299.0,,False,Walmart,irving1928,2021-10-26,,https://www.promodescuentos.com/ofertas/control-inalambrico-playstation-5-dualsense-663125,Videojuegos,Accesorios de videojuegos,Controles,PlayStation,Accesorios de Playstation,,,,,,,
99,Soriana Mercado y Express: Frescura de Mercado al Miércoles 27 de Octubre,,,False,Soriana,vlma,2021-10-26,,https://www.promodescuentos.com/ofertas/soriana-mercado-y-express-frescura-de-mercado-al-miercoles-27-de-octubre-663123,Abarrotes y alimentos,Alimentos,Frutas y verduras,,,,,,,,,
-219,CyberPuerta: SSD 120 GB Patriot,407.0,,False,CyberPuerta,AllbertoAKD_,2021-10-26,,https://www.promodescuentos.com/ofertas/ssd-120-gb-patriot-663122,Tecnología,Computadoras y tablets,Computadoras armadas,SSD,,,,,,,,
212,"Amazon: Auriculares Yostyle con micrófono, sonido envolvente 7.1",287.0,440.0,False,Amazon,David0,2021-10-26,,https://www.promodescuentos.com/ofertas/amazon-auriculares-yostyle-con-microfono-sonido-envolvente-71-663120,Tecnología,Audio y equipos de sonido,Accesorios de videojuegos,Audífonos,Headset,,,,,,,
99,Chedraui: 50% de descuento en productos El Pozo seleccionados... 2 x 1½ en productos El Pozo seleccionados,,,False,,vlma,2021-10-26,,https://www.promodescuentos.com/ofertas/chedraui-50-de-descuento-en-productos-el-pozo-seleccionados-663114,Abarrotes y alimentos,Alimentos,Carnes,,,,,,,,,
189,Chedraui: 4 x 3 en Dona de Chocolate Infinito (depto. panadería),,,False,Chedraui,vlma,2021-10-26,,https://www.promodescuentos.com/ofertas/chedraui-4-x-3-en-dona-de-chocolate-infinito-depto-panaderia-663112,Abarrotes y alimentos,Alimentos,Panadería,Pan,,,,,,,,
72,Coppel: Tienda de Campaña para Bebé Baby Colors,399.0,979.0,False,Coppel,atziri.reyesaburto,2021-10-26,,https://www.promodescuentos.com/ofertas/coppel-en-linea-casa-de-campana-de-979-a-399-663111,"Familia, bebés y niños",Cuidado infantil,Juguetes,,,,,,,,,
189,Walmart: Bop it The Child (Grogu),299.0,549.0,False,Walmart,LJardon,2021-10-26,Local,https://www.promodescuentos.com/ofertas/bop-it-baby-yoda-663109,"Familia, bebés y niños",Juguetes,,,,,,,,,,
59,Chedraui: 20% de descuento en la compra de unos Waffles Forno de Minas 210g + unas Fresas con crema congeladas Farmer´s House 226g,,,False,Chedraui,vlma,2021-10-26,,https://www.promodescuentos.com/ofertas/chedraui-20-de-descuento-en-la-compra-de-unos-waffles-forno-de-minas-210g-unas-fresas-con-crema-congeladas-farmers-house-226g-663110,Abarrotes y alimentos,Alimentos,,,,,,,,,,
285,Amazon: Funko Pop! Disney: Jungle Cruise - Frank,99.0,,False,Amazon,F195xx,2021-10-26,,https://www.promodescuentos.com/ofertas/funko-pop-disney-jungle-cruise-frank-663107,"Familia, bebés y niños",Juguetes,Figuras de acción y playsets,Funko,,,,,,,,
1415,Obtener 4 meses de Game Pass Ultimate con el registro en Crunchyroll por $10 SOLO CUENTAS NUEVAS,10.0,,False,Crunchyroll,Kurazaibo,2021-10-26,,https://www.promodescuentos.com/ofertas/obtener-4-meses-de-game-pass-ultimate-con-el-registro-en-crunchyroll-por-10-pesos-663108,Servicios y suscripciones,Streaming,Streaming de video,Xbox,,,,,,,,
-79,Megacable: Smartphone gratis presentando tu certificado de vacunación (contratando el triple pack),,,False,Megacable,Luis_Delgado,2021-10-26,,https://www.promodescuentos.com/ofertas/smartphone-gratis-presentando-tu-certificado-de-vacunacion-contratando-el-triple-pack-663106,Servicios y suscripciones,Internet,Streaming de video,,,,,,,,,
314,Amazon: Memoria Seagate STEA4000402 Xbox One 4TB Compatible con Series S/X,2499.0,3752.0,False,Amazon,jordan.mateo,2021-10-26,,https://www.promodescuentos.com/ofertas/memoria-seagate-stea4000402-xbox-one-4tb-compatible-con-series-sx-663105,Videojuegos,Xbox,Accesorios de Xbox,,,,,,,,,
287,Walmart: Pantaletas y Brasier ilusión ($80.02 c/u),80.0,,False,Walmart,Susi_Cruz,2021-10-26,,https://www.promodescuentos.com/ofertas/pantaletas-ilusion-663104,Ropa y accesorios,Ropa,Ropa de mujer,,,,,,,,,
170,JOKR: 8 PZAS DE PAN DE MUERTO TAMAÑO INDIVIDUAL.,69.0,,False,JOKR,ELYU,2021-10-26,Local,https://www.promodescuentos.com/ofertas/jokr8-pzas-de-pan-de-muerto-tamano-individual-663102,Servicios y suscripciones,Comida a domicilio,Panadería,Pan,,,,,,,,
83,Costco: Amino fire 2 x $550,549.0,,False,Costco,javierop,2021-10-26,,https://www.promodescuentos.com/ofertas/amino-fuel-2x550-costco-663101,Salud y belleza,Nutrición deportiva,,,,,,,,,,
330,Walmart: MacBook Air Apple M1 8GB RAM 512GB SSD (citibanamex 18msi),26499.0,32699.0,False,Walmart,miguel.gtzrZf,2021-10-26,,https://www.promodescuentos.com/ofertas/macbook-air-apple-m1-8gb-ram-512gb-ssd-citibanamex-18msi-663100,Tecnología,Computadoras y tablets,Laptops,Apple,MacBook,MacBook Air,,,,,,
186,Amazon: Control Inalámbrico PlayStation 5 Dualsense Blanco,1299.0,,False,Amazon,cguzmano,2021-10-26,,https://www.promodescuentos.com/ofertas/amazon-control-inalambrico-playstation-5-dualsense-blanco-663096,Videojuegos,Accesorios de videojuegos,Controles,PlayStation,Accesorios de Playstation,,,,,,,
244,Amazon: Colgate Xtra Frescura 140ml (cantidad mín 3),15.0,,False,Amazon,Scarcebow,2021-10-26,,https://www.promodescuentos.com/ofertas/amazon-colgate-xtra-frescura-140ml-663095,Salud y belleza,Higiene y cuidado personal,Cuidado dental,,,,,,,,,
123,Firefly: Descuento en renta de autos (leer descripción),75.0,,False,,carlos.martinezlma,2021-10-26,,https://www.promodescuentos.com/cupones/firefly-descuento-en-renta-de-autos-663093,Autos y motos,Servicios de transporte,,,,,,,,,,
330,Walmart: Calzón Fruit of the Loom,20.0,89.0,False,Walmart,Janeth_Bahena,2021-10-26,,https://www.promodescuentos.com/ofertas/calzones-fruit-of-the-loom-663094,Ropa y accesorios,Ropa de mujer,,,,,,,,,,
180,Elektra | Audifonos Bluetooth Motorola Pulse Escape Rojos,559.0,,False,Elektra,david.rosalesLtP,2021-10-26,,https://www.promodescuentos.com/ofertas/elektra-audifonos-bluetooth-motorola-pulse-escape-rojos-663092,Tecnología,Audio y equipos de sonido,Audífonos,Motorola,,,,,,,,
348,Coppel: Bocina Portátil Harman Kardon Citation One Gris,2669.0,,False,Coppel,emartinez83,2021-10-26,,https://www.promodescuentos.com/ofertas/coppel-bocina-portatil-harman-kardon-citation-one-gris-663090,Tecnología,Audio y equipos de sonido,Bocinas,,,,,,,,,
211,Amazon: Imaginext Minions Kevin Auto Dragon,169.0,,False,Amazon,RPC,2021-10-26,,https://www.promodescuentos.com/ofertas/amazon-imaginext-minions-kevin-auto-dragon-663091,"Familia, bebés y niños",Juguetes,,,,,,,,,,
161,Nintendo eShop: Alien Isolation - Precio más bajo histórico,299.0,680.0,False,Nintendo,Kaze,2021-10-26,,https://www.promodescuentos.com/ofertas/switch-eshop-alien-isolation-precio-mas-bajo-historico-663088,Videojuegos,Juegos,Juegos de Nintendo Switch,Nintendo,,,,,,,,
73,American Express: Bonificación con valor igual al pago de tu primera mensualidad en Seguros AMEX,,,False,AmericanExpress,jramosgzz,2021-10-26,,https://www.promodescuentos.com/ofertas/american-express-bonificacion-con-valor-igual-al-pago-de-tu-primera-mensualidad-en-seguros-amex-663089,Finanzas y seguros,Tarjetas de crédito y bancos,,,,,,,,,,
